Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,IsHoliday
21,2013-04-07,27930.57,0,92.2,3.89,210.66,5.29,2013,4,14,Regular
24,2010-05-02,20190.42,0,95.17,3.84,226.91,7.27,2010,5,17,Regular
25,2011-02-06,22824.32,0,86.75,3.54,210.53,8.55,2011,2,5,Regular
45,2011-02-20,17556,0,40.28,3.67,211.23,6.72,2011,2,7,Regular
46,2011-09-04,21039.65,0,82.33,4.1,222.81,9.55,2011,9,35,Regular
32,2010-07-04,23252.45,0,87.02,3.64,228.34,8.78,2010,7,26,Regular
32,2011-04-17,23322.76,1,91.45,3.4,227.84,7.13,2011,4,15,Holiday
5,2010-05-30,23873.87,0,94.74,3.82,211.67,5.92,2010,5,21,Regular
36,2012-11-25,18158.34,0,65.64,2.57,215.77,5.22,2012,11,47,Regular
46,2010-10-03,17598.2,0,75.86,2.72,220.42,9.01,2010,10,39,Regular
42,2012-01-29,12029.12,0,30.67,2.75,210.53,5.97,2012,1,4,Regular
49,2011-05-29,22616.1,0,70.09,3.35,220.57,6.35,2011,5,21,Regular
42,2011-04-03,25411.89,0,63.12,4.24,218.96,5.05,2011,4,13,Regular
39,2013-03-17,28079.91,0,97.36,3.79,221.77,5.09,2013,3,11,Regular
16,2010-02-07,21525.86,0,93.12,4.45,228.41,6.15,2010,2,5,Regular
33,2012-02-19,16167.6,0,85.83,2.58,215.49,9.36,2012,2,7,Regular
49,2010-05-02,11514.52,0,33.99,3.94,222.78,8.9,2010,5,17,Regular
21,2011-07-17,25208.33,0,58.14,3.13,218.6,8.85,2011,7,28,Regular
9,2011-12-11,11018.62,0,78.72,2.55,218.7,9.14,2011,12,49,Regular
6,2012-02-05,18296.98,0,32.08,4.15,222.95,5.93,2012,2,5,Regular
45,2010-07-25,18878.47,0,46.51,2.83,229.03,9.9,2010,7,29,Regular
35,2012-04-29,19652.72,0,92.13,2.93,227.26,6.16,2012,4,17,Regular
39,2012-11-04,20179.01,0,39.08,3.18,222.79,5.75,2012,11,44,Regular
22,2011-03-06,20690.74,0,33.6,4.08,219.23,6.47,2011,3,9,Regular
41,2012-08-19,7923.18,0,70.64,3.75,218.48,7.65,2012,8,33,Regular
5,2012-04-15,20073.28,0,96.25,3.03,225.74,5.62,2012,4,15,Regular
42,2012-01-15,8852.12,0,88.42,2.84,214.36,8.69,2012,1,2,Regular
23,2012-09-09,23661.09,0,98.23,2.72,221.75,6.86,2012,9,36,Regular
17,2011-06-12,17224.37,0,82.75,2.8,220.1,7.84,2011,6,23,Regular
12,2010-02-28,9214.82,0,60.62,4.24,222.99,8.67,2010,2,8,Regular
23,2013-09-29,15928.98,1,96.26,4.35,213.75,9.51,2013,9,39,Holiday
16,2010-09-26,17149.62,0,59.86,4.44,223.92,9.1,2010,9,38,Regular
3,2010-06-13,25953.5,0,54.51,4.17,222.54,7.69,2010,6,23,Regular
30,2012-05-20,20983.19,1,61.37,4.27,213.6,9.96,2012,5,20,Holiday
22,2012-04-01,21722.22,0,86.98,4.13,218.99,7.65,2012,4,13,Regular
9,2010-08-22,25906.11,0,94.24,4.42,223.57,7.68,2010,8,33,Regular
29,2011-02-27,19519.28,0,55.04,4.19,228.03,5.79,2011,2,8,Regular
47,2013-03-24,23770.94,0,62.36,3.42,212.44,5.74,2013,3,12,Regular
37,2012-07-15,23419.31,0,92.88,3.15,210.17,5.84,2012,7,28,Regular
23,2011-07-03,13567.65,0,33.29,3.67,213.3,7.96,2011,7,26,Regular
13,2010-12-12,27364.92,0,84.87,3.72,229.79,7.08,2010,12,49,Regular
32,2012-07-08,12898.49,0,61.8,3.65,225.37,6.93,2012,7,27,Regular
46,2010-12-19,24586.83,0,56.36,3.91,222.29,5.64,2010,12,50,Regular
47,2010-12-26,12414.63,0,61.28,3.9,212.66,6.91,2010,12,51,Regular
48,2012-04-29,23006.18,0,59.31,2.67,218.32,6.89,2012,4,17,Regular
23,2013-03-10,29309.57,0,82.96,3.07,224.3,8.1,2013,3,10,Regular
45,2010-02-21,18935.11,0,94.96,4.28,227.92,6.94,2010,2,7,Regular
17,2012-02-26,18718.22,1,64.4,3.68,217.64,7.09,2012,2,8,Holiday
40,2010-11-07,23052.2,0,88.29,3.16,229.99,6.36,2010,11,44,Regular
21,2011-09-04,18353.02,0,81.24,4.2,212.79,5.66,2011,9,35,Regular
2,2010-07-11,29091.39,0,53.15,3,217.74,6.5,2010,7,27,Regular
37,2012-04-08,20960.96,0,71.11,3.32,227.51,5.21,2012,4,14,Regular
6,2012-01-15,18399.15,0,76.68,3.05,223,6.02,2012,1,2,Regular
44,2010-07-04,17298.57,0,31.64,4.24,226.22,6.62,2010,7,26,Regular
18,2013-09-08,15335.26,0,57.72,3.96,228.16,5.73,2013,9,36,Regular
30,2013-02-03,16861.23,0,99.48,3.42,220.15,8.32,2013,2,5,Regular
22,2011-07-17,18246.63,0,74.61,4.36,214.69,6.4,2011,7,28,Regular
33,2011-12-04,17561.8,0,53.4,4.35,223.87,8.08,2011,12,48,Regular
30,2011-03-06,16709.12,0,47.5,3.92,221.27,8.22,2011,3,9,Regular
17,2011-03-06,30494.21,0,44.66,4.28,225.45,7.24,2011,3,9,Regular
43,2013-03-03,14849.52,0,58.11,3.94,220.23,7.25,2013,3,9,Regular
32,2010-06-27,20733.16,0,43.53,3.76,226.22,7.91,2010,6,25,Regular
42,2012-04-22,22962.61,0,39.46,3.34,228.04,6.31,2012,4,16,Regular
14,2010-06-13,23150.54,0,55.48,3.05,224.99,5.11,2010,6,23,Regular
10,2010-09-26,19706.96,1,72.49,2.62,224.87,8.23,2010,9,38,Holiday
47,2012-05-13,18796.49,0,40.25,4.1,221.74,8.04,2012,5,19,Regular
36,2010-05-23,22257.74,0,33.1,2.74,219.43,7.38,2010,5,20,Regular
34,2011-10-16,21332.61,0,32.42,3.32,229.45,9.38,2011,10,41,Regular
9,2013-05-05,18705.21,0,48.72,2.97,222.9,7.54,2013,5,18,Regular
42,2012-03-11,12190.61,0,43.31,3.41,226.81,6.52,2012,3,10,Regular
28,2013-05-12,17660.38,1,67.75,3.13,220.11,8.57,2013,5,19,Holiday
11,2012-04-22,14267.25,0,61.9,4.16,221.1,9.81,2012,4,16,Regular
14,2010-03-28,16664.2,0,52.73,4.46,223.26,8.68,2010,3,12,Regular
39,2012-07-01,20166.12,0,88.35,4.38,224.57,9.54,2012,7,26,Regular
47,2013-01-20,21793.68,0,65.35,3.74,218.97,5.56,2013,1,3,Regular
19,2013-02-10,28902.26,0,36.41,4.46,217.13,5.6,2013,2,6,Regular
15,2010-05-09,17312.97,0,50.7,3.3,214.79,5.77,2010,5,18,Regular
28,2012-09-16,23873.13,1,98.13,3.54,218.47,8.51,2012,9,37,Holiday
24,2013-05-12,21529.8,0,98.39,3.01,214.22,6.95,2013,5,19,Regular
8,2011-07-17,26479.99,1,47.83,4.3,218.34,7.39,2011,7,28,Holiday
43,2012-05-06,22881.14,0,41.71,2.86,227.49,6.31,2012,5,18,Regular
9,2011-04-17,14957.59,1,64.7,3.72,229.54,8.68,2011,4,15,Holiday
47,2013-04-21,11384.77,0,63.7,4.1,221.54,9.23,2013,4,16,Regular
33,2010-05-09,21556.31,0,58.71,3.69,212.92,5.8,2010,5,18,Regular
33,2011-03-20,17357.75,0,67.06,2.66,218.55,5.96,2011,3,11,Regular
19,2011-12-04,15098.43,0,46.25,3.72,222.04,6.7,2011,12,48,Regular
3,2011-04-03,13662.11,0,38.05,4.03,217.42,6.4,2011,4,13,Regular
10,2011-04-03,20804.88,0,69.93,2.88,214.1,7.66,2011,4,13,Regular
40,2011-06-05,27538.54,0,95.28,3.97,214.54,8.76,2011,6,22,Regular
47,2010-11-07,17956.64,0,39.64,4.26,219.48,8.97,2010,11,44,Regular
42,2011-08-28,22951.35,0,79.34,4.47,214.33,6.04,2011,8,34,Regular
1,2011-04-10,19488.67,0,60.65,3.32,214.99,5.88,2011,4,14,Regular
29,2013-10-06,13553.09,0,50.58,2.55,227.46,6.82,2013,10,40,Regular
50,2010-01-17,23674.06,0,89.72,3.34,225.58,5.74,2010,1,2,Regular
34,2013-03-03,14526.54,0,61.95,3.82,211.11,5.46,2013,3,9,Regular
13,2013-03-31,20108.13,0,70.83,4.28,216.4,6.21,2013,3,13,Regular
1,2013-03-17,18292.4,1,61.01,4.38,220.64,6.97,2013,3,11,Holiday
34,2013-05-26,24465.39,0,35.69,4.32,211.21,7.94,2013,5,21,Regular
29,2013-02-10,14709.25,0,71.64,3.82,223.66,8.62,2013,2,6,Regular
48,2010-06-13,21954.35,0,59.32,3.87,217.69,6.11,2010,6,23,Regular
47,2011-09-04,15801.01,0,36.07,2.5,217.94,9.09,2011,9,35,Regular
13,2010-04-25,17444.47,0,71.71,3.23,215.31,5.17,2010,4,16,Regular
48,2010-10-03,1824,0,30.69,4.31,216.68,7.22,2010,10,39,Regular
49,2013-09-15,30460.49,0,44.6,3.88,227.23,8.17,2013,9,37,Regular
29,2013-04-14,22752.78,0,84.67,3.44,225.77,6.46,2013,4,15,Regular
39,2012-11-18,16163.26,0,32.65,2.71,228.72,8.42,2012,11,46,Regular
24,2010-02-07,14376.72,0,75.27,2.99,223.98,9.34,2010,2,5,Regular
26,2013-09-15,17521.76,0,96.48,3.61,221.56,5.45,2013,9,37,Regular
17,2012-11-04,23584.4,0,41.98,4.3,215.19,7.56,2012,11,44,Regular
7,2012-04-08,10539.58,0,59.2,2.69,223.34,5.09,2012,4,14,Regular
13,2012-04-15,19292.08,0,70.28,2.81,228.12,6.4,2012,4,15,Regular
5,2010-08-29,28853.21,1,61.53,3.81,211.38,5.68,2010,8,34,Holiday
26,2012-02-26,14330.27,0,73.43,3.09,218.86,8.12,2012,2,8,Regular
49,2010-07-18,20401.93,1,58.29,2.84,212.99,6.24,2010,7,28,Holiday
3,2010-02-14,31016.55,1,40.4,2.86,226.21,6.41,2010,2,6,Holiday
7,2011-01-02,23160.76,0,36.23,3.49,222.28,6.03,2011,1,52,Regular
49,2013-02-24,20629.62,0,82.11,3.67,227.59,6.22,2013,2,8,Regular
39,2010-06-06,22533.18,0,46.7,4.31,211.26,6.13,2010,6,22,Regular
1,2011-11-06,17995.67,0,89.32,3.56,228.11,8.49,2011,11,44,Regular
49,2012-08-05,26498.16,0,82.01,3.88,211.34,9.78,2012,8,31,Regular
17,2011-06-12,18003.35,0,33.46,2.86,215.75,7.45,2011,6,23,Regular
43,2013-05-12,10204.09,0,44.08,3.93,213.12,8,2013,5,19,Regular
25,2010-03-07,18043.48,0,50.44,3.8,212.91,9.09,2010,3,9,Regular
3,2012-03-25,15166.33,0,71.61,2.93,213.43,7.38,2012,3,12,Regular
15,2010-06-13,18594.03,0,86.69,3.84,219.6,6.51,2010,6,23,Regular
29,2013-05-05,18704.58,0,34.22,2.92,225.69,9.75,2013,5,18,Regular
43,2013-06-16,25987.12,0,47.47,3.69,227.97,9.53,2013,6,24,Regular
32,2010-09-26,23476.46,0,56.33,3.84,221.34,6.1,2010,9,38,Regular
26,2013-09-22,21316.33,0,42.84,3.89,213.16,8.52,2013,9,38,Regular
16,2011-04-03,19985.27,0,68.17,4.32,211.58,8.24,2011,4,13,Regular
25,2010-02-07,14705.71,0,63.46,4.4,219.88,8.25,2010,2,5,Regular
28,2010-05-23,9094.12,1,52.15,4.12,225.31,9.15,2010,5,20,Holiday
9,2011-05-22,20565.8,0,66.18,4.26,222.4,8.37,2011,5,20,Regular
1,2011-05-29,23973.21,0,54.91,2.54,221.66,7.59,2011,5,21,Regular
29,2010-09-05,19458.33,0,54.02,3.23,210.96,9.23,2010,9,35,Regular
22,2012-07-01,17325.73,0,48.58,2.58,218.23,6.32,2012,7,26,Regular
16,2013-03-31,22322.51,0,67.83,2.95,221.01,8.4,2013,3,13,Regular
41,2013-04-21,19583.34,0,61.09,3.26,221.97,8.51,2013,4,16,Regular
44,2010-10-31,28428.72,0,43.74,4.24,210.1,9.35,2010,10,43,Regular
41,2011-09-25,26163.64,0,30.91,3.52,213.99,9.99,2011,9,38,Regular
7,2013-01-27,24797.54,1,40.57,3.8,229,7.79,2013,1,4,Holiday
14,2011-02-20,23788.67,0,33,3.23,220.17,7.42,2011,2,7,Regular
29,2011-10-09,13549.16,0,60.21,3.71,224.07,8,2011,10,40,Regular
19,2011-07-31,23314.97,0,45.76,4.13,216.16,8.29,2011,7,30,Regular
19,2013-10-13,21881.63,1,59.43,3.1,221.71,8.56,2013,10,41,Holiday
2,2011-07-31,23032.12,0,53.06,4.36,217.13,6.41,2011,7,30,Regular
41,2011-06-19,22463.05,0,67.66,2.93,215.94,7.44,2011,6,24,Regular
45,2010-06-27,22263.81,0,80.67,4.34,218.23,6.85,2010,6,25,Regular
15,2010-05-23,33504.33,0,63.55,2.56,219.2,5.19,2010,5,20,Regular
3,2012-04-15,19619.07,0,34.34,3.59,216.62,8.05,2012,4,15,Regular
11,2012-06-24,24681.69,0,31.23,4.47,215.16,9.37,2012,6,25,Regular
46,2013-05-05,17645.05,0,44.93,3.72,222.48,9.61,2013,5,18,Regular
30,2012-01-22,23953.21,0,59.75,3.61,217.61,7.59,2012,1,3,Regular
40,2013-01-06,24696.6,0,33.14,3.86,214.04,8.83,2013,1,1,Regular
18,2010-07-04,21822.13,0,52.94,3.08,225.17,8.56,2010,7,26,Regular
48,2011-05-08,28346.23,0,92.09,2.61,224.47,6.14,2011,5,18,Regular
2,2012-10-28,15578.62,0,36.3,3,227.74,5.31,2012,10,43,Regular
32,2010-12-12,17563.9,0,96.4,2.85,221.1,8.74,2010,12,49,Regular
8,2011-10-23,21061.9,0,89.97,4.35,215.59,6.41,2011,10,42,Regular
22,2010-06-06,24404.03,0,88.22,4.2,227.27,7.75,2010,6,22,Regular
6,2012-09-09,20897.15,0,90.46,3.14,215.61,7.62,2012,9,36,Regular
12,2011-07-17,26428.8,0,35.6,4.17,223.11,9.09,2011,7,28,Regular
47,2012-07-08,16691.55,0,40.58,2.92,213.81,8.22,2012,7,27,Regular
40,2012-09-16,14297.11,0,39.41,2.9,222.58,9.24,2012,9,37,Regular
36,2010-05-16,21540.64,0,37.79,4.04,226.82,8.76,2010,5,19,Regular
15,2012-05-13,19614.1,0,52.94,3.15,220.8,10,2012,5,19,Regular
28,2010-03-28,22714.32,0,88.12,2.63,219.42,9.32,2010,3,12,Regular
49,2010-01-17,19862.99,0,47.64,3.94,229.87,6.06,2010,1,2,Regular
45,2013-05-05,18299.9,0,47.1,4.48,210.45,9.81,2013,5,18,Regular
18,2012-07-01,19625.31,0,77.31,3.63,216.63,6.7,2012,7,26,Regular
2,2012-06-17,20144.24,1,36.78,3.03,228.37,8.04,2012,6,24,Holiday
13,2011-09-18,18475.09,0,55.22,3.25,222.85,9.71,2011,9,37,Regular
45,2012-11-25,18984.34,0,50.68,3.8,220.84,6.07,2012,11,47,Regular
15,2010-08-29,17982.03,0,89.31,3.9,222.75,9.29,2010,8,34,Regular
20,2010-04-04,24283.33,0,66.02,4.27,216.44,9.77,2010,4,13,Regular
29,2013-09-22,20970.11,0,75.25,4.32,211.42,9.27,2013,9,38,Regular
42,2012-09-09,31283.76,0,39.03,4.22,215.5,9.1,2012,9,36,Regular
29,2013-05-05,20803.52,0,95.02,3.8,216.73,6.32,2013,5,18,Regular
3,2010-12-12,17245.71,0,52.57,3.4,219.6,7.04,2010,12,49,Regular
19,2011-06-26,33353.38,0,79.48,3.86,217.88,8.8,2011,6,25,Regular
3,2012-12-09,22068.13,0,96.82,3.83,220.42,5.59,2012,12,49,Regular
14,2010-01-17,24950.62,0,65.61,2.94,213.92,9.44,2010,1,2,Regular
40,2013-06-02,22960.51,0,65.53,3.52,213.68,6.05,2013,6,22,Regular
4,2010-10-03,23115.06,0,38.21,2.92,217.03,7.82,2010,10,39,Regular
11,2013-09-29,22678.27,0,57.32,4.3,219.47,5.53,2013,9,39,Regular
31,2013-02-17,14489.58,0,89.67,3.15,216.83,5.93,2013,2,7,Regular
43,2010-12-19,21837.65,0,39.46,4.11,221.53,7.93,2010,12,50,Regular
32,2010-01-03,13375.69,0,94.23,3.25,216.2,8.17,2010,1,53,Regular
27,2011-12-25,19128.19,0,76.71,4.03,213.54,6.35,2011,12,51,Regular
30,2013-01-27,16371.91,0,59.47,2.94,227.26,5.6,2013,1,4,Regular
43,2012-07-29,21787.35,1,68.25,4.03,214.01,7.75,2012,7,30,Holiday
2,2012-03-25,21670.63,0,40.53,2.86,229.33,9.2,2012,3,12,Regular
49,2012-03-18,22405.73,1,45.22,3.48,229.75,6.01,2012,3,11,Holiday
9,2010-12-26,21436.48,0,50.05,2.73,223.94,8.46,2010,12,51,Regular
28,2012-04-15,16965.87,0,56.94,3.56,220.04,6.93,2012,4,15,Regular
31,2012-08-26,18694.98,1,94.09,4.14,225.91,9.72,2012,8,34,Holiday
34,2012-12-16,24601.98,0,55.73,4.01,227.46,5.41,2012,12,50,Regular
15,2012-09-16,25339.28,0,66.67,2.6,224.19,5.2,2012,9,37,Regular
48,2011-08-21,14266.08,0,41.34,3.48,212.04,5.62,2011,8,33,Regular
25,2010-11-14,12345.36,0,81.52,4.2,210.06,8.91,2010,11,45,Regular
36,2011-06-12,16365.55,0,69.22,3.8,213.84,9.61,2011,6,23,Regular
8,2010-03-07,25226.04,0,60.79,2.62,213.77,9.11,2010,3,9,Regular
9,2012-11-25,26074.42,0,96.3,3.15,213.65,8.59,2012,11,47,Regular
37,2011-02-27,15376.44,0,92.35,3.61,220.2,5.29,2011,2,8,Regular
48,2010-05-02,21536.55,0,76.17,2.85,220.4,6.07,2010,5,17,Regular
45,2011-08-21,29172.16,0,94.53,3.86,224.46,9.68,2011,8,33,Regular
39,2012-08-12,22076.56,1,69.53,3.77,214.03,8.11,2012,8,32,Holiday
32,2012-10-07,27107.52,0,87.89,2.9,211.85,7.34,2012,10,40,Regular
17,2012-06-10,24993.63,0,58.66,3.6,223.32,8.26,2012,6,23,Regular
35,2011-12-25,15449.01,0,36.07,4.12,219.68,5.89,2011,12,51,Regular
37,2013-07-21,19050.09,0,99.59,3.25,223.33,9.46,2013,7,29,Regular
19,2012-09-09,20173.77,0,41.59,2.99,217.61,8.28,2012,9,36,Regular
44,2013-05-26,20520.67,1,47.61,3.9,225.02,7.36,2013,5,21,Holiday
29,2011-12-04,24581.64,0,41.42,2.64,223.65,7.29,2011,12,48,Regular
7,2010-02-07,22043.42,0,53.62,4.17,223.01,9.11,2010,2,5,Regular
28,2011-08-14,5319,1,50.25,4.39,210.55,6.54,2011,8,32,Holiday
9,2010-12-19,13435.8,1,72.08,4.43,227.16,5.69,2010,12,50,Holiday
28,2010-09-05,9063.1,0,99.75,3.37,217.53,5.93,2010,9,35,Regular
6,2011-05-08,20876.83,0,33.68,3.75,212.71,5.41,2011,5,18,Regular
29,2011-11-27,21202.44,0,84.49,4.21,225.11,7.54,2011,11,47,Regular
17,2010-06-20,21416.12,0,38.96,2.95,219.73,8.39,2010,6,24,Regular
16,2012-08-26,15205.36,0,31.39,2.56,210.64,9.67,2012,8,34,Regular
23,2010-10-31,23370.72,0,74.7,3.27,225.64,8.75,2010,10,43,Regular
31,2010-04-04,23581.31,0,91.13,4.27,218.7,7.92,2010,4,13,Regular
3,2010-07-18,13724.25,0,42.34,3.51,225.1,9.32,2010,7,28,Regular
21,2011-05-29,12669.81,0,53.91,3.56,225.11,9.46,2011,5,21,Regular
26,2010-12-12,19999.34,1,41.81,3.88,212,8.56,2010,12,49,Holiday
36,2010-01-31,28958.91,0,93.46,3.65,222.26,5.28,2010,1,4,Regular
42,2013-10-27,28498.71,0,48.93,2.61,217.2,6.46,2013,10,43,Regular
37,2012-02-05,22817.02,0,61.13,3.62,220.93,6.68,2012,2,5,Regular
22,2013-10-06,16350.02,0,92.63,3.8,211.77,9.99,2013,10,40,Regular
42,2012-04-29,24434.21,1,68.7,3.78,221.76,7.32,2012,4,17,Holiday
12,2011-09-04,17737.88,0,95.3,3.96,225.55,8.81,2011,9,35,Regular
42,2011-01-30,16162.46,0,94.85,3.54,229.74,9.07,2011,1,4,Regular
13,2010-06-27,9280.17,1,62.31,4.3,216.41,8.27,2010,6,25,Holiday
11,2010-02-07,20511.91,1,70.77,3.43,213.1,5.09,2010,2,5,Holiday
16,2012-09-30,16850.66,0,46.12,3.54,217.32,5.1,2012,9,39,Regular
8,2011-02-20,20482.15,0,99.34,4.06,210.39,9.09,2011,2,7,Regular
40,2011-11-27,8503.21,0,49.48,4.17,218.18,8.7,2011,11,47,Regular
40,2010-03-21,20849.13,0,84.83,3.8,228.29,7.68,2010,3,11,Regular
45,2011-06-05,7844.39,1,51.91,2.75,213.89,6.24,2011,6,22,Holiday
2,2010-01-17,25439.7,0,51.91,3.16,219.55,5.43,2010,1,2,Regular
30,2011-03-13,22609.46,0,37.27,2.54,221.45,5.82,2011,3,10,Regular
30,2013-09-01,18606.68,0,69.19,3.09,213.6,7.9,2013,9,35,Regular
12,2013-08-18,22813.6,0,47.14,3.64,216.6,7.73,2013,8,33,Regular
10,2012-07-22,15109.63,0,40.39,4.11,228.23,9.71,2012,7,29,Regular
44,2010-05-09,20361.88,0,45.87,3.67,215.91,9.79,2010,5,18,Regular
11,2010-05-02,23973.87,0,47.58,2.58,222.71,7.88,2010,5,17,Regular
15,2011-07-10,4528.55,1,65.29,3.02,212.74,9.21,2011,7,27,Holiday
16,2013-04-07,17763.88,0,57.01,3.66,223.4,9.06,2013,4,14,Regular
17,2011-05-22,19886.78,0,35.28,3.92,215.58,8.76,2011,5,20,Regular
26,2012-07-01,19018.53,0,67.52,4.23,214.63,7.19,2012,7,26,Regular
2,2012-05-27,27285.51,0,85.14,4.44,212.48,6.95,2012,5,21,Regular
50,2011-05-15,14380.49,0,70.2,4.28,210.94,6.32,2011,5,19,Regular
12,2010-09-19,16894.2,0,98.22,3.43,229.36,9.69,2010,9,37,Regular
26,2011-04-17,10420.65,0,36.94,3.99,218.28,9.17,2011,4,15,Regular
23,2013-04-14,27551.43,0,87.48,2.98,225.55,5.89,2013,4,15,Regular
18,2011-07-10,18768.55,0,65.4,2.63,228.4,6.26,2011,7,27,Regular
32,2013-08-25,17807.96,0,66.51,2.61,214.08,7.91,2013,8,34,Regular
49,2010-10-17,19737.59,0,66.34,2.98,227.4,7.07,2010,10,41,Regular
38,2011-03-20,23181.18,0,52.77,2.58,224.16,6.07,2011,3,11,Regular
47,2013-06-23,21736.82,0,52.72,4.2,221.56,8.96,2013,6,25,Regular
3,2011-06-26,33239.42,0,74.23,3.48,226.18,5.01,2011,6,25,Regular
38,2012-06-03,22269.68,0,33.13,4.12,212.21,6.72,2012,6,22,Regular
3,2012-01-01,17673.77,0,71.22,4.38,215.27,9.65,2012,1,52,Regular
30,2013-10-20,17193.22,0,80.72,4.49,212.62,8.8,2013,10,42,Regular
1,2011-06-12,18036.21,0,54.94,4.37,227.92,7.01,2011,6,23,Regular
30,2013-02-24,12490.82,0,45.21,3.93,211.98,9.64,2013,2,8,Regular
45,2012-07-08,20199.32,0,44.94,3.38,229.6,9.5,2012,7,27,Regular
32,2012-06-24,23917.34,0,35.73,3.7,212.2,5.26,2012,6,25,Regular
28,2012-04-29,16933.18,0,36.28,4.13,223.24,5.64,2012,4,17,Regular
21,2010-10-31,15963.1,0,41.67,4.3,223.21,6.94,2010,10,43,Regular
46,2013-09-22,27579.73,0,31.34,4.41,228.62,9.65,2013,9,38,Regular
13,2013-09-29,12867.58,0,48.64,3.96,216.46,9.22,2013,9,39,Regular
27,2011-12-11,9660.91,0,51.45,3.58,216.64,5.24,2011,12,49,Regular
36,2011-03-06,14235.49,1,99.67,4.44,226.93,7.56,2011,3,9,Holiday
7,2010-01-03,12297.84,0,99.42,4.42,229.57,8.6,2010,1,53,Regular
22,2010-04-25,21931.13,0,43.09,3.46,210.6,6.38,2010,4,16,Regular
10,2010-04-18,18196.48,0,44.91,3.8,222.71,8.61,2010,4,15,Regular
39,2010-02-28,18901.56,0,64.43,4.12,214.87,6.85,2010,2,8,Regular
15,2013-06-16,25764.67,0,40.41,3.37,224.56,6.37,2013,6,24,Regular
15,2011-02-13,16543.33,0,65.28,4.16,225.45,6.96,2011,2,6,Regular
4,2012-04-08,23875.45,0,57.96,2.72,225.25,9.75,2012,4,14,Regular
32,2012-08-12,27556.61,0,52.72,3.46,218.71,9.53,2012,8,32,Regular
23,2012-09-02,17721.69,0,87.58,3.47,213.16,9.57,2012,9,35,Regular
6,2012-04-08,23685.11,1,87.97,3.87,221.7,9.59,2012,4,14,Holiday
24,2010-10-10,18790.91,0,99.15,2.73,225.78,5.89,2010,10,40,Regular
20,2012-09-23,24620.49,1,45.62,2.71,228.24,9.48,2012,9,38,Holiday
37,2011-04-03,12142.55,0,92.18,4.3,219.05,6.06,2011,4,13,Regular
20,2011-06-05,11772.44,0,67.65,3.11,214.91,9.19,2011,6,22,Regular
12,2010-03-14,18043.66,1,71.4,3.15,212.38,7.71,2010,3,10,Holiday
33,2010-02-21,15555.38,0,92.74,4.05,225.95,6.2,2010,2,7,Regular
28,2013-06-30,17416.45,0,95.98,3.33,220.71,6.99,2013,6,26,Regular
8,2012-07-22,18902.37,0,80.88,4.17,223.48,7.17,2012,7,29,Regular
1,2013-06-16,23600.07,0,54.35,3.3,213.18,8.67,2013,6,24,Regular
37,2012-10-28,17961.7,1,64.28,4.02,210.13,8.03,2012,10,43,Holiday
22,2013-03-10,15880.69,0,73.05,3.55,229.35,9.08,2013,3,10,Regular
6,2011-11-20,18242.43,0,88,4.37,226.22,6.98,2011,11,46,Regular
21,2011-05-15,16154.27,0,76.06,3.15,218,8.72,2011,5,19,Regular
32,2012-02-26,15329.97,0,55.58,3.23,219.14,8.96,2012,2,8,Regular
35,2012-01-15,11934.92,0,59.25,4.44,228.58,5.32,2012,1,2,Regular
15,2010-08-22,20347.39,0,33.53,3.98,214.15,6.88,2010,8,33,Regular
5,2011-01-30,17156.47,0,94.7,4.05,226.06,9.43,2011,1,4,Regular
46,2012-03-25,24831.39,0,36.17,3.09,210.36,8.52,2012,3,12,Regular
50,2012-04-15,12763.02,0,70.6,3.56,227.51,7.09,2012,4,15,Regular
48,2012-10-21,17289.58,0,91.02,3.13,221.79,5.91,2012,10,42,Regular
6,2011-05-08,29064.54,0,59.46,3.02,219.55,5.48,2011,5,18,Regular
25,2013-01-13,15301.95,0,86.01,3.57,224.13,6.15,2013,1,2,Regular
46,2010-10-03,18817.33,0,86.27,4.48,211.35,6.22,2010,10,39,Regular
40,2012-09-16,13920.78,0,34.19,2.93,213.91,6.85,2012,9,37,Regular
29,2011-12-18,13257.86,0,58.85,2.99,218.14,5.88,2011,12,50,Regular
7,2012-05-13,27736.55,0,78.37,2.99,222.36,5.73,2012,5,19,Regular
40,2012-05-06,20855.2,0,59.56,4.08,212.89,9.22,2012,5,18,Regular
13,2011-11-27,20668.39,0,68.16,3.52,217.59,6.25,2011,11,47,Regular
38,2013-02-24,11518.42,0,71.61,3.27,215.22,7.81,2013,2,8,Regular
18,2013-04-14,21793.71,0,40.59,4.19,222.91,6,2013,4,15,Regular
2,2012-08-12,25787.11,0,58.84,3.09,228.39,7.46,2012,8,32,Regular
8,2011-02-06,25747.39,1,31.99,3.28,213.32,6.38,2011,2,5,Holiday
11,2012-10-28,23341.67,0,40.47,2.65,213.79,5.43,2012,10,43,Regular
33,2012-01-29,14352.57,1,65.86,2.74,222.01,9.91,2012,1,4,Holiday
38,2012-04-22,21565.62,0,70.15,2.77,219.07,7.29,2012,4,16,Regular
48,2011-10-02,23337.92,0,40.24,3.19,224.36,6.97,2011,10,39,Regular
27,2010-12-12,11027.78,0,82.89,3.55,215.76,6,2010,12,49,Regular
20,2012-10-28,14393.6,0,56.11,2.5,220.9,7.48,2012,10,43,Regular
